cekNo,External ID,date,Print,documentNumber,Name,PO/Withdrawal Number,Tracking Numbers,Memo,Currency,Amount (Foreign Currency),Amount,PROC. GA NON MAINTENANCE,Amount (Transaction Tax Total),Tax Item,Amount (Tax),Absolute Value of Amount
6593809,SNI20220309-191,9/3/2022,Print,SNI20220309-191,SNI-326,SNI-326,,,IDR,"Rp176.411,76",176411.76,,16038,,,176411.76
6593810,SNI20220309-192,9/3/2022,Print,SNI20220309-192,SNI-344,SNI-344,,,IDR,"Rp519.346,71",519346.71,,47210,,,519346.71
6593811,SNI20220309-193,9/3/2022,Print,SNI20220309-193,SNI-345,SNI-345,,,IDR,"Rp828.568,88",828568.88,,75325,,,828568.88
6593812,SNI20220309-194,9/3/2022,Print,SNI20220309-194,SNI-359,SNI-359,,,IDR,"Rp1.112.679,64",1112679.64,,101153,,,1112679.64
6593813,SNI20220309-195,9/3/2022,Print,SNI20220309-195,117407,SNI-175,,,IDR,"Rp13.848.396,62",13848396.62,,1258943,,,13848396.62
6593814,SNI20220310-246,10/3/2022,Print,SNI20220310-246,SNI-927,SNI-927,,,IDR,"Rp6.969.556,98",6969556.98,,633596,,,6969556.98
6593815,SNI20220310-247,10/3/2022,Print,SNI20220310-247,SNI-441,SNI-917,,,IDR,"Rp829.441,00",829441,,75403,,,829441
6593816,SNI20220310-248,10/3/2022,Print,SNI20220310-248,44595,SNI-736,,,IDR,"Rp294.075,06",294075.06,,26734,,,294075.06
6593817,SNI20220310-249,10/3/2022,Print,SNI20220310-249,SNI-347,SNI-535,,,IDR,"Rp210.037,08",210037.08,,19094,,,210037.08
6593818,SNI20220310-250,10/3/2022,Print,SNI20220310-250,SNI-005,SNI-005,,,IDR,"Rp76.398,45",76398.45,,6945,,,76398.45
6593819,SNI20220310-251,10/3/2022,Print,SNI20220310-251,SNI-258,SNI-258,,,IDR,"Rp76.398,45",76398.45,,6945,,,76398.45
6593820,SNI20220310-252,10/3/2022,Print,SNI20220310-252,SNI-088,SNI-088,,,IDR,"Rp615.562,66",615562.66,,55961,,,615562.66
6593821,SNI20220310-253,10/3/2022,Print,SNI20220310-253,51672,SNI-089,,,IDR,"Rp75.634,92",75634.92,,6876,,,75634.92
6593822,SNI20220310-254,10/3/2022,Print,SNI20220310-254,SNI-362,SNI-362,,,IDR,"Rp203.806,50",203806.5,,18528,,,203806.5
6593823,SNI20220310-255,10/3/2022,Print,SNI20220310-255,JBR-606,SNI-092,,,IDR,"Rp300.138,94",300138.94,,27284,,,300138.94
6593824,SNI20220310-256,10/3/2022,Print,SNI20220310-256,125011,SNI-915,,,IDR,"Rp89.443,67",89443.67,,8132,,,89443.67
6593825,SNI20220310-257,10/3/2022,Print,SNI20220310-257,6558,SNI-916,,,IDR,"Rp143.622,38",143622.38,,13056,,,143622.38
6593826,SNI20220310-258,10/3/2022,Print,SNI20220310-258,SNI-636,SNI-636,,,IDR,"Rp234.904,07",234904.07,,21354,,,234904.07
6593827,SNI20220310-259,10/3/2022,Print,SNI20220310-259,SNI-445,SNI-445,,,IDR,"Rp1.292.779,71",1292779.71,,117526,,,1292779.71
6593828,SNI20220310-260,10/3/2022,Print,SNI20220310-260,SNI-333,SNI-333,,,IDR,"Rp320.314,26",320314.26,,29120,,,320314.26
6593829,SNI20220310-261,10/3/2022,Print,SNI20220310-261,SNI-402,SNI-402,,,IDR,"Rp285.949,92",285949.92,,25998,,,285949.92
6593830,SNI20220310-262,10/3/2022,Print,SNI20220310-262,SNI-618,SNI-618,,,IDR,"Rp70.504,60",70504.6,,6412,,,70504.6
