cekNo,External ID,date,Print,documentNumber,Name,PO/Withdrawal Number,Tracking Numbers,Memo,Currency,Amount (Foreign Currency),Amount,PROC. GA NON MAINTENANCE,Amount (Transaction Tax Total),Tax Item,Amount (Tax),Absolute Value of Amount
6556947,SNI20220111-142,11/1/2022,Print,SNI20220111-142,SNI-488,SNI-488,,,IDR,"Rp9.064.197,15",9064197.15,,824017,,,9064197.15
6556948,SNI20220112-232,12/1/2022,Print,SNI20220112-232,SNI-169,SNI-169,,,IDR,"Rp55.032.628,76",55032628.76,,5002966,,,55032628.76
6556949,SNI20220112-233,12/1/2022,Print,SNI20220112-233,SNI-488,SNI-488,,,IDR,"Rp28.703.291,43",28703291.43,,2609387,,,28703291.43
6556950,SNI20220112-234,12/1/2022,Print,SNI20220112-234,SNI-083,SNI-083,,,IDR,"Rp599.266,60",599266.6,,54479,,,599266.6
6556951,SNI20220112-235,12/1/2022,Print,SNI20220112-235,SNI-098,SNI-098,,,IDR,"Rp448.509,32",448509.32,,40774,,,448509.32
6556952,SNI20220112-236,12/1/2022,Print,SNI20220112-236,SNI-087,SNI-087,,,IDR,"Rp224.804,45",224804.45,,20434,,,224804.45
6556953,SNI20220112-237,12/1/2022,Print,SNI20220112-237,7188,SNI-031,,,IDR,"Rp5.395.354,54",5395354.54,,490488,,,5395354.54
6556954,SNI20220112-238,12/1/2022,Print,SNI20220112-238,SNI-199,SNI-199,,,IDR,"Rp483.073,33",483073.33,,43916,,,483073.33
6557324,SNI20220112-239,12/1/2022,Print,SNI20220112-239,SNI-606,SNI-606,,,IDR,"Rp140.670,27",140670.27,,12789,,,140670.27
6556955,SNI20220112-240,12/1/2022,Print,SNI20220112-240,51672,SNI-089,,,IDR,"Rp629.452,31",629452.31,,57217,,,629452.31
6556956,SNI20220112-241,12/1/2022,Print,SNI20220112-241,SNI-117,SNI-117,,,IDR,"Rp2.805.584,44",2805584.44,,255052,,,2805584.44
6589417,SNI20220112-242,12/1/2022,Print,SNI20220112-242,SNI-189,SNI-189,,,IDR,"Rp613.079,97",613079.97,,55735,,,613079.97
6556958,SNI20220112-243,12/1/2022,Print,SNI20220112-243,129225,SNI-206,,,IDR,"Rp629.452,31",629452.31,,57217,,,629452.31
6589324,SNI20220112-244,12/1/2022,Print,SNI20220112-244,8987,SNI-166,,,IDR,"Rp2.180.389,06",2180389.06,,198216,,,2180389.06
6589418,SNI20220112-245,12/1/2022,Print,SNI20220112-245,16178,SNI-185,,,IDR,"Rp2.707.676,50",2707676.5,,246152,,,2707676.5
6557325,SNI20220112-246,12/1/2022,Print,SNI20220112-246,7152,SNI-316,,,IDR,"Rp472.032,46",472032.46,,42913,,,472032.46
6589325,SNI20220112-247,12/1/2022,Print,SNI20220112-247,SNI-549,SNI-549,,,IDR,"Rp3.286.074,35",3286074.35,,298734,,,3286074.35
6589326,SNI20220112-248,12/1/2022,Print,SNI20220112-248,SNI-122,SNI-122,,,IDR,"Rp4.760.191,75",4760191.75,,432744,,,4760191.75
6557326,SNI20220112-249,12/1/2022,Print,SNI20220112-249,5232,SNI-310,,,IDR,"Rp84.146,31",84146.31,,7650,,,84146.31
6557327,SNI20220112-250,12/1/2022,Print,SNI20220112-250,6197,SNI-307,,,IDR,"Rp233.683,16",233683.16,,21245,,,233683.16
