cekNo,External ID,date,Print,documentNumber,Name,PO/Withdrawal Number,Tracking Numbers,Memo,Currency,Amount (Foreign Currency),Amount,PROC. GA NON MAINTENANCE,Amount (Transaction Tax Total),Tax Item,Amount (Tax),Absolute Value of Amount
6593853,SNI20220311-285,11/3/2022,Print,SNI20220311-285,137919,SNI-903,,,IDR,"Rp266.811,07",266811.07,,24252,,,266811.07
6593854,SNI20220311-286,11/3/2022,Print,SNI20220311-286,SNI-222,SNI-222,,,IDR,"Rp181.660,85",181660.85,,16514,,,181660.85
6593855,SNI20220311-287,11/3/2022,Print,SNI20220311-287,SNI-499,SNI-499,,,IDR,"Rp765.395,83",765395.83,,69581,,,765395.83
6593856,SNI20220311-288,11/3/2022,Print,SNI20220311-288,SNI-215,SNI-215,,,IDR,"Rp811.174,14",811174.14,,73742,,,811174.14
6593857,SNI20220311-289,11/3/2022,Print,SNI20220311-289,SNI-802,SNI-802,,,IDR,"Rp45.414,96",45414.96,,4128,,,45414.96
6593858,SNI20220311-290,11/3/2022,Print,SNI20220311-290,53028,SNI-221,,,IDR,"Rp225.697,99",225697.99,,20517,,,225697.99
6593859,SNI20220311-291,11/3/2022,Print,SNI20220311-291,SNI-444,SNI-444,,,IDR,"Rp457.801,78",457801.78,,41618,,,457801.78
6593860,SNI20220311-292,11/3/2022,Print,SNI20220311-292,SNI-325,SNI-325,,,IDR,"Rp512.796,28",512796.28,,46621,,,512796.28
6593861,SNI20220311-293,11/3/2022,Print,SNI20220311-293,12787,SNI-794,,,IDR,"Rp5.066.902,37",5066902.37,,460627,,,5066902.37
6593862,SNI20220311-294,11/3/2022,Print,SNI20220311-294,SNI-122,SNI-122,,,IDR,"Rp1.644.527,78",1644527.78,,149503,,,1644527.78
6593863,SNI20220311-295,11/3/2022,Print,SNI20220311-295,KDR-500,SNI-317,,,IDR,"Rp36.663.740,00",36663740,,3333066,,,36663740
6593864,SNI20220312-296,12/3/2022,Print,SNI20220312-296,SNI-537,SNI-537,,,IDR,"Rp204.662,98",204662.98,,18609,,,204662.98
6593865,SNI20220312-297,12/3/2022,Print,SNI20220312-297,SNI-208,SNI-208,,,IDR,"Rp269.739,54",269739.54,,24521,,,269739.54
6593866,SNI20220312-298,12/3/2022,Print,SNI20220312-298,37345,SNI-135,,,IDR,"Rp2.340.256,63",2340256.63,,212750,,,2340256.63
6593867,SNI20220312-299,12/3/2022,Print,SNI20220312-299,SNI-257,SNI-257,,,IDR,"Rp135.564,59",135564.59,,12324,,,135564.59
6593868,SNI20220312-300,12/3/2022,Print,SNI20220312-300,SNI-494,SNI-494,,,IDR,"Rp130.938,14",130938.14,,11905,,,130938.14
6593869,SNI20220312-301,12/3/2022,Print,SNI20220312-301,SNI-642,SNI-642,,,IDR,"Rp34.260,40",34260.4,,3116,,,34260.4
6593870,SNI20220312-302,12/3/2022,Print,SNI20220312-302,SNI-793,SNI-793,,,IDR,"Rp388.552,24",388552.24,,35323,,,388552.24
6593871,SNI20220312-303,12/3/2022,Print,SNI20220312-303,SNI-641,SNI-641,,,IDR,"Rp304.637,14",304637.14,,27696,,,304637.14
6593878,SNI20220312-304,12/3/2022,Print,SNI20220312-304,SNI-079,SNI-079,,,IDR,"Rp1.169.003,44",1169003.44,,106274,,,1169003.44
6593879,SNI20220312-305,12/3/2022,Print,SNI20220312-305,SNI-549,SNI-549,,,IDR,"Rp2.398.429,22",2398429.22,,218038,,,2398429.22
6593880,SNI20220312-306,12/3/2022,Print,SNI20220312-306,JBR-434,SNI-363,,,IDR,"Rp136.244,88",136244.88,,12384,,,136244.88
