cekNo,External ID,date,Print,documentNumber,Name,PO/Withdrawal Number,Tracking Numbers,Memo,Currency,Amount (Foreign Currency),Amount,PROC. GA NON MAINTENANCE,Amount (Transaction Tax Total),Tax Item,Amount (Tax),Absolute Value of Amount
6693310,,23/2/2022,Print,SNI20220223-775,SNI-291,SNI20220223-775,,,IDR,"Rp107.230,64",107230.64,,9749,,,107230.64
6693311,,23/2/2022,Print,SNI20220223-776,SNI-169,SNI20220223-776,,,IDR,"Rp41.248.092,07",41248092.07,,3749827,,,41248092.07
6693312,,23/2/2022,Print,SNI20220223-777,SNI-465,SNI20220223-777,,,IDR,"Rp21.581.422,72",21581422.72,,1961947,,,21581422.72
6693313,,23/2/2022,Print,SNI20220223-778,SNI-439,SNI20220223-778,,,IDR,"Rp75.534.980,06",75534980.06,,6866815,,,75534980.06
6693314,,23/2/2022,Print,SNI20220223-779,SNI-757,SNI20220223-779,,,IDR,"Rp21.581.420,74",21581420.74,,1961945,,,21581420.74
6693315,,23/2/2022,Print,SNI20220223-780,SNI-078,SNI20220223-780,,,IDR,"Rp10.790.711,86",10790711.86,,980974,,,10790711.86
6693316,,23/2/2022,Print,SNI20220223-781,SNI-574,SNI20220223-781,,,IDR,"Rp686.094,19",686094.19,,62372,,,686094.19
6693317,,23/2/2022,Print,SNI20220223-782,SNI-266,SNI20220223-782,,,IDR,"Rp134.881,20",134881.2,,12260,,,134881.2
6693318,,23/2/2022,Print,SNI20220223-783,SNI-381,SNI20220223-783,,,IDR,"Rp190.938,95",190938.95,,17357,,,190938.95
6693319,,23/2/2022,Print,SNI20220223-784,SNI-029,SNI20220223-784,,,IDR,"Rp219.591,55",219591.55,,19963,,,219591.55
6693320,,23/2/2022,Print,SNI20220223-785,SNI-893,SNI20220223-785,,,IDR,"Rp105.755,60",105755.6,,9614,,,105755.6
6693321,,23/2/2022,Print,SNI20220223-786,SNI-026,SNI20220223-786,,,IDR,"Rp449.607,34",449607.34,,40870,,,449607.34
6693322,,23/2/2022,Print,SNI20220223-787,SNI-199,SNI20220223-787,,,IDR,"Rp379.608,77",379608.77,,34512,,,379608.77
6693323,,23/2/2022,Print,SNI20220223-788,SNI-068,SNI20220223-788,,,IDR,"Rp4.709.643,40",4709643.4,,428148,,,4709643.4
6693324,,23/2/2022,Print,SNI20220223-789,SNI-173,SNI20220223-789,,,IDR,"Rp1.308.233,28",1308233.28,,118929,,,1308233.28
6693325,,23/2/2022,Print,SNI20220223-790,SNI-088,SNI20220223-790,,,IDR,"Rp1.757.475,30",1757475.3,,159772,,,1757475.3
6693326,,23/2/2022,Print,SNI20220223-791,SNI-363,SNI20220223-791,,,IDR,"Rp317.904,20",317904.2,,28898,,,317904.2
6693327,,23/2/2022,Print,SNI20220223-792,SNI-086,SNI20220223-792,,,IDR,"Rp90.829,20",90829.2,,8256,,,90829.2
6693328,,23/2/2022,Print,SNI20220223-793,SNI-168,SNI20220223-793,,,IDR,"Rp4.279.468,64",4279468.64,,389043,,,4279468.64
6693329,,23/2/2022,Print,SNI20220223-794,SNI-083,SNI20220223-794,,,IDR,"Rp86.639,60",86639.6,,7877,,,86639.6
6693330,,23/2/2022,Print,SNI20220223-795,SNI-098,SNI20220223-795,,,IDR,"Rp177.966,60",177966.6,,16179,,,177966.6
6693331,,23/2/2022,Print,SNI20220223-796,SNI-869,SNI20220223-796,,,IDR,"Rp376.314,58",376314.58,,34208,,,376314.58
