cekNo,External ID,date,Print,documentNumber,Name,PO/Withdrawal Number,Tracking Numbers,Memo,Currency,Amount (Foreign Currency),Amount,PROC. GA NON MAINTENANCE,Amount (Transaction Tax Total),Tax Item,Amount (Tax),Absolute Value of Amount
6593901,SNI20220315-329,15/3/2022,Print,SNI20220315-329,SNI-303,SNI-303,,,IDR,"Rp443.582,20",443582.2,,40323,,,443582.2
6593902,SNI20220315-330,15/3/2022,Print,SNI20220315-330,6192,SNI-311,,,IDR,"Rp210.015,60",210015.6,,19092,,,210015.6
6593903,SNI20220315-331,15/3/2022,Print,SNI20220315-331,SNI-488,SNI-488,,,IDR,"Rp21.581.423,50",21581423.5,,1961947,,,21581423.5
6593904,SNI20220315-332,15/3/2022,Print,SNI20220315-332,SNI-304,SNI-304,,,IDR,"Rp1.434.353,62",1434353.62,,130399,,,1434353.62
6593905,SNI20220315-333,15/3/2022,Print,SNI20220315-333,109212,SNI-312,,,IDR,"Rp10.790.712,90",10790712.9,,980977,,,10790712.9
6593906,SNI20220315-334,15/3/2022,Print,SNI20220315-334,109212,SNI-312,,,IDR,"Rp2.613.289,93",2613289.93,,237572,,,2613289.93
6593907,SNI20220315-335,15/3/2022,Print,SNI20220315-335,SNI-225,SNI-225,,,IDR,"Rp210.015,60",210015.6,,19092,,,210015.6
6593908,SNI20220315-336,15/3/2022,Print,SNI20220315-336,98,SNI-224,,,IDR,"Rp147.164,55",147164.55,,13379,,,147164.55
6593909,SNI20220315-337,15/3/2022,Print,SNI20220315-337,SNI-476,SNI-476,,,IDR,"Rp264.925,78",264925.78,,24085,,,264925.78
6593910,SNI20220315-338,15/3/2022,Print,SNI20220315-338,SNI-606,SNI-606,,,IDR,"Rp223.691,68",223691.68,,20335,,,223691.68
6593911,SNI20220315-339,15/3/2022,Print,SNI20220315-339,7172,SNI-226,,,IDR,"Rp1.252.080,30",1252080.3,,113825,,,1252080.3
6593912,SNI20220315-340,15/3/2022,Print,SNI20220315-340,7152,SNI-316,,,IDR,"Rp510.908,16",510908.16,,46445,,,510908.16
6593913,SNI20220315-341,15/3/2022,Print,SNI20220315-341,SNI-690,SNI-690,,,IDR,"Rp109.167,58",109167.58,,9928,,,109167.58
6593914,SNI20220315-342,15/3/2022,Print,SNI20220315-342,1108,SNI-229,,,IDR,"Rp1.157.951,78",1157951.78,,105274,,,1157951.78
6593915,SNI20220315-343,15/3/2022,Print,SNI20220315-343,JBG-091,SNI-230,,,IDR,"Rp91.018,36",91018.36,,8275,,,91018.36
6593916,SNI20220315-344,15/3/2022,Print,SNI20220315-344,SNI-565,SNI-565,,,IDR,"Rp227.075,81",227075.81,,20642,,,227075.81
6593917,SNI20220315-345,15/3/2022,Print,SNI20220315-345,SNI-896,SNI-896,,,IDR,"Rp98.041,70",98041.7,,8912,,,98041.7
6593918,SNI20220315-346,15/3/2022,Print,SNI20220315-346,SNI-521,SNI-521,,,IDR,"Rp79.821,01",79821.01,,7255,,,79821.01
6593919,SNI20220315-347,15/3/2022,Print,SNI20220315-347,JBR-606,SNI-092,,,IDR,"Rp104.698,45",104698.45,,9518,,,104698.45
6593920,SNI20220315-348,15/3/2022,Print,SNI20220315-348,SNI-524,SNI-524,,,IDR,"Rp84.337,57",84337.57,,7669,,,84337.57
6593921,SNI20220315-349,15/3/2022,Print,SNI20220315-349,SNI-005,SNI-005,,,IDR,"Rp176.685,55",176685.55,,16063,,,176685.55
6593922,SNI20220315-350,15/3/2022,Print,SNI20220315-350,SNI-258,SNI-258,,,IDR,"Rp277.242,54",277242.54,,25201,,,277242.54
