cekNo,External ID,date,Print,documentNumber,Name,PO/Withdrawal Number,Tracking Numbers,Memo,Currency,Amount (Foreign Currency),Amount,PROC. GA NON MAINTENANCE,Amount (Transaction Tax Total),Tax Item,Amount (Tax),Absolute Value of Amount
6589405,SNI20220105-62,5/1/2022,Print,SNI20220105-62,SNI-617,SNI-617,,,IDR,"Rp1.014.465,07",1014465.07,,92224,,,1014465.07
6589317,SNI20220106-63,6/1/2022,Print,SNI20220106-63,SNI-652,SNI-652,,,IDR,"Rp2.177.523,51",2177523.51,,197957,,,2177523.51
6556905,SNI20220106-64,6/1/2022,Print,SNI20220106-64,166726,SNI-371,,,IDR,"Rp14.459.551,51",14459551.51,,1314502,,,14459551.51
6557300,SNI20220106-65,6/1/2022,Print,SNI20220106-65,SNI-326,SNI-326,,,IDR,"Rp78.571,51",78571.51,,7144,,,78571.51
6589406,SNI20220106-66,6/1/2022,Print,SNI20220106-66,SNI-345,SNI-345,,,IDR,"Rp1.023.662,29",1023662.29,,93061,,,1023662.29
6556907,SNI20220106-67,6/1/2022,Print,SNI20220106-67,SNI-487,SNI-487,,,IDR,"Rp124.821,02",124821.02,,11347,,,124821.02
6556908,SNI20220106-68,6/1/2022,Print,SNI20220106-68,SNI-344,SNI-344,,,IDR,"Rp120.671,63",120671.63,,10971,,,120671.63
6556909,SNI20220106-69,6/1/2022,Print,SNI20220106-69,51672,SNI-089,,,IDR,"Rp584.491,21",584491.21,,53130,,,584491.21
6589407,SNI20220106-70,6/1/2022,Print,SNI20220106-70,132820,SNI-584,,,IDR,"Rp1.959.801,83",1959801.83,,178163,,,1959801.83
6589368,SNI20220106-71,6/1/2022,Print,SNI20220106-71,SNI-544,SNI-544,,,IDR,"Rp211.150,72",211150.72,,19196,,,211150.72
6557301,SNI20220106-72,6/1/2022,Print,SNI20220106-72,SNI-668,SNI-668,,,IDR,"Rp345.365,48",345365.48,,31397,,,345365.48
6557302,SNI20220106-73,6/1/2022,Print,SNI20220106-73,131746,SNI-228,,,IDR,"Rp269.741,52",269741.52,,24522,,,269741.52
6557303,SNI20220106-74,6/1/2022,Print,SNI20220106-74,JBG-824,SNI-340,,,IDR,"Rp1.279.330,66",1279330.66,,116299,,,1279330.66
6589369,SNI20220106-75,6/1/2022,Print,SNI20220106-75,SNI-327,SNI-327,,,IDR,"Rp868.759,29",868759.29,,78979,,,868759.29
6557304,SNI20220106-76,6/1/2022,Print,SNI20220106-76,139333,SNI-669,,,IDR,"Rp273.563,96",273563.96,,24872,,,273563.96
6557305,SNI20220106-77,6/1/2022,Print,SNI20220106-77,SNI-173,SNI-173,,,IDR,"Rp407.560,96",407560.96,,37052,,,407560.96
6589318,SNI20220106-78,6/1/2022,Print,SNI20220106-78,51672,SNI-491,,,IDR,"Rp11.439.846,54",11439846.54,,1039985,,,11439846.54
6556914,SNI20220107-79,7/1/2022,Print,SNI20220107-79,BLT-271,SNI-670,,,IDR,"Rp224.804,45",224804.45,,20434,,,224804.45
6557306,SNI20220107-80,7/1/2022,Print,SNI20220107-80,179149,SNI-033,,,IDR,"Rp232.899,38",232899.38,,21176,,,232899.38
6557307,SNI20220107-81,7/1/2022,Print,SNI20220107-81,SNI-146,SNI-146,,,IDR,"Rp127.993,67",127993.67,,11636,,,127993.67
