cekNo,External ID,date,Print,documentNumber,Name,PO/Withdrawal Number,Tracking Numbers,Memo,Currency,Amount (Foreign Currency),Amount,PROC. GA NON MAINTENANCE,Amount (Transaction Tax Total),Tax Item,Amount (Tax),Absolute Value of Amount
6693050,,7/2/2022,Print,SNI20220207-89,SNI-488,SNI20220207-89,,,IDR,"Rp10.790.711,87",10790711.87,,980974,,,10790711.87
6693051,,8/2/2022,Print,SNI20220208-123,SNI-141,SNI20220208-123,,,IDR,"Rp208.328,24",208328.24,,18939,,,208328.24
6693052,,8/2/2022,Print,SNI20220208-124,SNI-258,SNI20220208-124,,,IDR,"Rp306.024,30",306024.3,,27819,,,306024.3
6693053,,8/2/2022,Print,SNI20220208-125,SNI-255,SNI20220208-125,,,IDR,"Rp270.284,72",270284.72,,24572,,,270284.72
6693054,,8/2/2022,Print,SNI20220208-126,SNI-005,SNI20220208-126,,,IDR,"Rp221.810,00",221810,,20165,,,221810
6693055,,8/2/2022,Print,SNI20220208-127,SNI-092,SNI20220208-127,,,IDR,"Rp172.734,27",172734.27,,15703,,,172734.27
6693056,,8/2/2022,Print,SNI20220208-128,SNI-521,SNI20220208-128,,,IDR,"Rp92.312,96",92312.96,,8393,,,92312.96
6693057,,8/2/2022,Print,SNI20220208-129,SNI-869,SNI20220208-129,,,IDR,"Rp576.306,15",576306.15,,52391,,,576306.15
6693058,,8/2/2022,Print,SNI20220208-130,SNI-848,SNI20220208-130,,,IDR,"Rp90.093,06",90093.06,,8190,,,90093.06
6693059,,8/2/2022,Print,SNI20220208-131,SNI-228,SNI20220208-131,,,IDR,"Rp134.869,71",134869.71,,12261,,,134869.71
6693060,,8/2/2022,Print,SNI20220208-132,SNI-050,SNI20220208-132,,,IDR,"Rp1.068.167,81",1068167.81,,97107,,,1068167.81
6693061,,8/2/2022,Print,SNI20220208-133,SNI-614,SNI20220208-133,,,IDR,"Rp162.373,97",162373.97,,14762,,,162373.97
6693062,,8/2/2022,Print,SNI20220208-134,SNI-402,SNI20220208-134,,,IDR,"Rp67.830,44",67830.44,,6167,,,67830.44
6693063,,8/2/2022,Print,SNI20220208-135,SNI-618,SNI20220208-135,,,IDR,"Rp60.944,90",60944.9,,5540,,,60944.9
6693064,,8/2/2022,Print,SNI20220208-136,SNI-417,SNI20220208-136,,,IDR,"Rp222.999,45",222999.45,,20272,,,222999.45
6693065,,8/2/2022,Print,SNI20220208-137,SNI-060,SNI20220208-137,,,IDR,"Rp224.806,67",224806.67,,20438,,,224806.67
6693066,,8/2/2022,Print,SNI20220208-138,SNI-520,SNI20220208-138,,,IDR,"Rp939.820,23",939820.23,,85440,,,939820.23
6693067,,8/2/2022,Print,SNI20220208-139,SNI-520,SNI20220208-139,,,IDR,"Rp10.901.955,17",10901955.17,,991086,,,10901955.17
6693068,,8/2/2022,Print,SNI20220208-140,SNI-079,SNI20220208-140,,,IDR,"Rp611.333,01",611333.01,,55576,,,611333.01
6693069,,8/2/2022,Print,SNI20220208-141,SNI-425,SNI20220208-141,,,IDR,"Rp2.180.393,80",2180393.8,,198220,,,2180393.8
6693070,,8/2/2022,Print,SNI20220208-142,SNI-488,SNI20220208-142,,,IDR,"Rp5.158.562,28",5158562.28,,468961,,,5158562.28
6693071,,8/2/2022,Print,SNI20220208-143,SNI-328,SNI20220208-143,,,IDR,"Rp1.294.883,53",1294883.53,,117715,,,1294883.53
