cekNo,External ID,date,Print,documentNumber,Name,PO/Withdrawal Number,Tracking Numbers,Memo,Currency,Amount (Foreign Currency),Amount,PROC. GA NON MAINTENANCE,Amount (Transaction Tax Total),Tax Item,Amount (Tax),Absolute Value of Amount
6693222,,16/2/2022,Print,SNI20220216-417,SNI-363,SNI20220216-417,,,IDR,"Rp181.658,40",181658.4,,16512,,,181658.4
6693223,,16/2/2022,Print,SNI20220216-418,SNI-306,SNI20220216-418,,,IDR,"Rp6.365.546,87",6365546.87,,578686,,,6365546.87
6693224,,16/2/2022,Print,SNI20220216-419,SNI-312,SNI20220216-419,,,IDR,"Rp14.744.060,59",14744060.59,,1340367,,,14744060.59
6693225,,16/2/2022,Print,SNI20220216-420,SNI-122,SNI20220216-420,,,IDR,"Rp2.579.804,51",2579804.51,,234530,,,2579804.51
6693226,,17/2/2022,Print,SNI20220217-460,SNI-173,SNI20220217-460,,,IDR,"Rp2.812.162,34",2812162.34,,255649,,,2812162.34
6693227,,17/2/2022,Print,SNI20220217-461,SNI-447,SNI20220217-461,,,IDR,"Rp714.640,39",714640.39,,64968,,,714640.39
6693228,,17/2/2022,Print,SNI20220217-462,SNI-909,SNI20220217-462,,,IDR,"Rp52.879,80",52879.8,,4809,,,52879.8
6693229,,17/2/2022,Print,SNI20220217-463,SNI-445,SNI20220217-463,,,IDR,"Rp1.844.652,89",1844652.89,,167702,,,1844652.89
6693230,,17/2/2022,Print,SNI20220217-464,SNI-154,SNI20220217-464,,,IDR,"Rp1.112.673,67",1112673.67,,101152,,,1112673.67
6693231,,17/2/2022,Print,SNI20220217-465,SNI-359,SNI20220217-465,,,IDR,"Rp589.439,83",589439.83,,53586,,,589439.83
6693232,,17/2/2022,Print,SNI20220217-466,SNI-086,SNI20220217-466,,,IDR,"Rp136.245,80",136245.8,,12386,,,136245.8
6693233,,17/2/2022,Print,SNI20220217-467,SNI-497,SNI20220217-467,,,IDR,"Rp201.509,60",201509.6,,18320,,,201509.6
6693234,,17/2/2022,Print,SNI20220217-468,SNI-199,SNI20220217-468,,,IDR,"Rp123.143,80",123143.8,,11195,,,123143.8
6693235,,17/2/2022,Print,SNI20220217-469,SNI-088,SNI20220217-469,,,IDR,"Rp867.335,95",867335.95,,78850,,,867335.95
6693236,,17/2/2022,Print,SNI20220217-470,SNI-362,SNI20220217-470,,,IDR,"Rp257.316,92",257316.92,,23392,,,257316.92
6693237,,17/2/2022,Print,SNI20220217-471,SNI-857,SNI20220217-471,,,IDR,"Rp153.870,40",153870.4,,13987,,,153870.4
6693238,,17/2/2022,Print,SNI20220217-472,SNI-584,SNI20220217-472,,,IDR,"Rp1.056.175,30",1056175.3,,96015,,,1056175.3
6693239,,17/2/2022,Print,SNI20220217-473,SNI-138,SNI20220217-473,,,IDR,"Rp2.180.391,82",2180391.82,,198218,,,2180391.82
6693240,,17/2/2022,Print,SNI20220217-474,SNI-087,SNI20220217-474,,,IDR,"Rp134.042,51",134042.51,,12184,,,134042.51
6693241,,17/2/2022,Print,SNI20220217-475,SNI-089,SNI20220217-475,,,IDR,"Rp134.881,20",134881.2,,12260,,,134881.2
6693242,,17/2/2022,Print,SNI20220217-476,SNI-428,SNI20220217-476,,,IDR,"Rp6.474.425,72",6474425.72,,588583,,,6474425.72
6693243,,17/2/2022,Print,SNI20220217-477,SNI-324,SNI20220217-477,,,IDR,"Rp3.609.819,11",3609819.11,,328163,,,3609819.11
