cekNo,External ID,date,Print,documentNumber,Name,PO/Withdrawal Number,Tracking Numbers,Memo,Currency,Amount (Foreign Currency),Amount,PROC. GA NON MAINTENANCE,Amount (Transaction Tax Total),Tax Item,Amount (Tax),Absolute Value of Amount
6589397,SNI20220131-1239,31/1/2022,Print,SNI20220131-1239,SNI-254,SNI-254,,,IDR,"Rp648.056,77",648056.77,,58915,,,648056.77
6557428,SNI20220131-1240,31/1/2022,Print,SNI20220131-1240,SNI-475,SNI-475,,,IDR,"Rp224.784,60",224784.6,,20435,,,224784.6
6557266,SNI20220131-1241,31/1/2022,Print,SNI20220131-1241,SNI-062,SNI-062,,,IDR,"Rp328.032,11",328032.11,,29821,,,328032.11
6692895,,2/2/2022,Print,SNI20220202-2,SNI-537,SNI20220202-2,,,IDR,"Rp325.685,30",325685.3,,29606,,,325685.3
6692995,,2/2/2022,Print,SNI20220202-3,SNI-540,SNI20220202-3,,,IDR,"Rp224.806,67",224806.67,,20438,,,224806.67
6692996,,2/2/2022,Print,SNI20220202-4,SNI-575,SNI20220202-4,,,IDR,"Rp45.187,17",45187.17,,4107,,,45187.17
6693022,,4/2/2022,Print,SNI20220204-30,SNI-597,SNI20220204-30,,,IDR,"Rp890.140,38",890140.38,,80923,,,890140.38
6693023,,4/2/2022,Print,SNI20220204-31,SNI-157,SNI20220204-31,,,IDR,"Rp211.315,90",211315.9,,19211,,,211315.9
6693024,,4/2/2022,Print,SNI20220204-32,SNI-802,SNI20220204-32,,,IDR,"Rp88.733,90",88733.9,,8066,,,88733.9
6693197,,15/2/2022,Print,SNI20220215-345,SNI-061,SNI20220215-345,,,IDR,"Rp179.841,94",179841.94,,16347,,,179841.94
6693198,,15/2/2022,Print,SNI20220215-346,SNI-004,SNI20220215-346,,,IDR,"Rp84.863,00",84863,,7715,,,84863
6693199,,15/2/2022,Print,SNI20220215-347,SNI-264,SNI20220215-347,,,IDR,"Rp704.767,81",704767.81,,64068,,,704767.81
6693047,,7/2/2022,Print,SNI20220207-86,SNI-548,SNI20220207-86,,,IDR,"Rp519.940,38",519940.38,,47266,,,519940.38
6693048,,7/2/2022,Print,SNI20220207-87,SNI-164,SNI20220207-87,,,IDR,"Rp10.790.710,87",10790710.87,,980973,,,10790710.87
6693049,,7/2/2022,Print,SNI20220207-88,SNI-328,SNI20220207-88,,,IDR,"Rp5.395.355,92",5395355.92,,490487,,,5395355.92
6693172,,14/2/2022,Print,SNI20220214-280,SNI-597,SNI20220214-280,,,IDR,"Rp630.746,61",630746.61,,57347,,,630746.61
