cekNo,External ID,date,Print,documentNumber,Name,PO/Withdrawal Number,Tracking Numbers,Memo,Currency,Amount (Foreign Currency),Amount,PROC. GA NON MAINTENANCE,Amount (Transaction Tax Total),Tax Item,Amount (Tax),Absolute Value of Amount
6589390,SNI20220126-963,26/1/2022,Print,SNI20220126-963,SNI-303,SNI-303,,,IDR,"Rp83.724,81",83724.81,,7610,,,83724.81
6589391,SNI20220126-964,26/1/2022,Print,SNI20220126-964,6197,SNI-307,,,IDR,"Rp88.214,89",88214.89,,8020,,,88214.89
6557221,SNI20220126-965,26/1/2022,Print,SNI20220126-965,SNI-087,SNI-087,,,IDR,"Rp134.883,29",134883.29,,12262,,,134883.29
6589392,SNI20220126-966,26/1/2022,Print,SNI20220126-966,SNI-606,SNI-606,,,IDR,"Rp87.348,85",87348.85,,7942,,,87348.85
6589457,SNI20220126-967,26/1/2022,Print,SNI20220126-967,SNI-088,SNI-088,,,IDR,"Rp2.196.110,01",2196110.01,,199647,,,2196110.01
6557224,SNI20220126-968,26/1/2022,Print,SNI20220126-968,51672,SNI-089,,,IDR,"Rp359.687,74",359687.74,,32696,,,359687.74
6589458,SNI20220126-969,26/1/2022,Print,SNI20220126-969,16178,SNI-185,,,IDR,"Rp823.092,78",823092.78,,74827,,,823092.78
6557409,SNI20220126-970,26/1/2022,Print,SNI20220126-970,SNI-323,SNI-323,,,IDR,"Rp449.566,24",449566.24,,40869,,,449566.24
6557226,SNI20220126-971,26/1/2022,Print,SNI20220126-971,SNI-488,SNI-488,,,IDR,"Rp6.474.427,35",6474427.35,,588586,,,6474427.35
6589459,SNI20220126-972,26/1/2022,Print,SNI20220126-972,SNI-304,SNI-304,,,IDR,"Rp690.140,26",690140.26,,62742,,,690140.26
6589460,SNI20220126-973,26/1/2022,Print,SNI20220126-973,SNI-079,SNI-079,,,IDR,"Rp1.810.881,65",1810881.65,,164624,,,1810881.65
6557410,SNI20220126-974,26/1/2022,Print,SNI20220126-974,JBR-434,SNI-363,,,IDR,"Rp272.490,77",272490.77,,24770,,,272490.77
6589461,SNI20220126-975,26/1/2022,Print,SNI20220126-975,SNI-498,SNI-498,,,IDR,"Rp1.023.658,41",1023658.41,,93061,,,1023658.41
6557230,SNI20220127-1029,27/1/2022,Print,SNI20220127-1029,44595,SNI-736,,,IDR,"Rp550.492,88",550492.88,,50045,,,550492.88
6589393,SNI20220127-1030,27/1/2022,Print,SNI20220127-1030,SNI-544,SNI-544,,,IDR,"Rp271.128,17",271128.17,,24646,,,271128.17
6589462,SNI20220127-1031,27/1/2022,Print,SNI20220127-1031,SNI-359,SNI-359,,,IDR,"Rp856.486,34",856486.34,,77863,,,856486.34
6557233,SNI20220127-1032,27/1/2022,Print,SNI20220127-1032,SNI-636,SNI-636,,,IDR,"Rp249.642,00",249642,,22692,,,249642
6557411,SNI20220127-1033,27/1/2022,Print,SNI20220127-1033,SNI-668,SNI-668,,,IDR,"Rp350.844,82",350844.82,,31895,,,350844.82
6557234,SNI20220127-1034,27/1/2022,Print,SNI20220127-1034,119566,SNI-360,,,IDR,"Rp7.985.126,28",7985126.28,,725920,,,7985126.28
6589463,SNI20220127-1035,27/1/2022,Print,SNI20220127-1035,138116,SNI-356,,,IDR,"Rp893.242,97",893242.97,,81204,,,893242.97
