cekNo,External ID,date,Print,documentNumber,Name,PO/Withdrawal Number,Tracking Numbers,Memo,Currency,Amount (Foreign Currency),Amount,PROC. GA NON MAINTENANCE,Amount (Transaction Tax Total),Tax Item,Amount (Tax),Absolute Value of Amount
6594073,SNI20220323-749,23/3/2022,Print,SNI20220323-749,138116,SNI-356,,,IDR,"Rp833.411,64",833411.64,,75765,,,833411.64
6594074,SNI20220323-750,23/3/2022,Print,SNI20220323-750,SNI-325,SNI-325,,,IDR,"Rp169.782,09",169782.09,,15433,,,169782.09
6594075,SNI20220323-751,23/3/2022,Print,SNI20220323-751,SNI-345,SNI-345,,,IDR,"Rp789.911,32",789911.32,,71811,,,789911.32
6594076,SNI20220323-752,23/3/2022,Print,SNI20220323-752,JBR-329,SNI-263,,,IDR,"Rp610.223,72",610223.72,,55475,,,610223.72
6594077,SNI20220323-753,23/3/2022,Print,SNI20220323-753,SNI-027,SNI-027,,,IDR,"Rp193.042,81",193042.81,,17551,,,193042.81
6594078,SNI20220323-754,23/3/2022,Print,SNI20220323-754,SNI-029,SNI-029,,,IDR,"Rp932.103,78",932103.78,,84736,,,932103.78
6594079,SNI20220323-755,23/3/2022,Print,SNI20220323-755,20221,SNI-004,,,IDR,"Rp281.586,36",281586.36,,25596,,,281586.36
6594080,SNI20220323-756,23/3/2022,Print,SNI20220323-756,SNI-026,SNI-026,,,IDR,"Rp525.918,38",525918.38,,47806,,,525918.38
6594086,SNI20220324-815,24/3/2022,Print,SNI20220324-815,SNI-666,SNI-666,,,IDR,"Rp28.684.422,06",28684422.06,,2607674,,,28684422.06
6594087,SNI20220324-816,24/3/2022,Print,SNI20220324-816,44595,SNI-736,,,IDR,"Rp4.727.222,50",4727222.5,,429751,,,4727222.5
6594088,SNI20220324-817,24/3/2022,Print,SNI20220324-817,125011,SNI-915,,,IDR,"Rp616.645,51",616645.51,,56059,,,616645.51
6594100,SNI20220324-818,24/3/2022,Print,SNI20220324-818,22781,SNI-465,,,IDR,"Rp21.581.421,50",21581421.5,,1961945,,,21581421.5
6594101,SNI20220324-819,24/3/2022,Print,SNI20220324-819,22781,SNI-465,,,IDR,"Rp2.671.289,02",2671289.02,,242844,,,2671289.02
6594089,SNI20220324-820,24/3/2022,Print,SNI20220324-820,SNI-919,SNI-919,,,IDR,"Rp32.511.568,32",32511568.32,,2955596,,,32511568.32
6594090,SNI20220324-821,24/3/2022,Print,SNI20220324-821,SNI-488,SNI-488,,,IDR,"Rp10.992.061,35",10992061.35,,999279,,,10992061.35
6594091,SNI20220324-822,24/3/2022,Print,SNI20220324-822,SNI-488,SNI-488,,,IDR,"Rp21.581.423,44",21581423.44,,1961946,,,21581423.44
6594092,SNI20220324-823,24/3/2022,Print,SNI20220324-823,SNI-636,SNI-636,,,IDR,"Rp448.955,10",448955.1,,40815,,,448955.1
6594099,SNI20220324-824,24/3/2022,Print,SNI20220324-824,6558,SNI-916,,,IDR,"Rp168.877,86",168877.86,,15355,,,168877.86
6594093,SNI20220324-825,24/3/2022,Print,SNI20220324-825,SNI-359,SNI-359,,,IDR,"Rp1.112.681,58",1112681.58,,101153,,,1112681.58
6594094,SNI20220324-826,24/3/2022,Print,SNI20220324-826,SNI-087,SNI-087,,,IDR,"Rp160.319,77",160319.77,,14574,,,160319.77
6594095,SNI20220324-827,24/3/2022,Print,SNI20220324-827,SNI-098,SNI-098,,,IDR,"Rp299.499,76",299499.76,,27227,,,299499.76
6594096,SNI20220324-828,24/3/2022,Print,SNI20220324-828,SNI-083,SNI-083,,,IDR,"Rp506.065,88",506065.88,,46004,,,506065.88
