cekNo,External ID,date,Print,documentNumber,Name,PO/Withdrawal Number,Tracking Numbers,Memo,Currency,Amount (Foreign Currency),Amount,PROC. GA NON MAINTENANCE,Amount (Transaction Tax Total),Tax Item,Amount (Tax),Absolute Value of Amount
6557393,SNI20220124-828,24/1/2022,Print,SNI20220124-828,178566,SNI-608,,,IDR,"Rp52.877,44",52877.44,,4807,,,52877.44
6557394,SNI20220124-829,24/1/2022,Print,SNI20220124-829,SNI-649,SNI-649,,,IDR,"Rp584.645,18",584645.18,,53151,,,584645.18
6557395,SNI20220124-830,24/1/2022,Print,SNI20220124-830,360,SNI-508,,,IDR,"Rp549.470,84",549470.84,,49957,,,549470.84
6557461,SNI20220124-831,24/1/2022,Print,SNI20220124-831,SNI-610,SNI-610,,,IDR,"Rp38.130,00",38130,,3466,,,38130
6557196,SNI20220124-832,24/1/2022,Print,SNI20220124-832,166726,SNI-371,,,IDR,"Rp21.581.421,50",21581421.5,,1961945,,,21581421.5
6557396,SNI20220124-833,24/1/2022,Print,SNI20220124-833,SNI-475,SNI-475,,,IDR,"Rp224.784,60",224784.6,,20435,,,224784.6
6589448,SNI20220124-834,24/1/2022,Print,SNI20220124-834,SNI-157,SNI-157,,,IDR,"Rp667.604,49",667604.49,,60692,,,667604.49
6589344,SNI20220124-835,24/1/2022,Print,SNI20220124-835,SNI-173,SNI-173,,,IDR,"Rp1.744.312,64",1744312.64,,158574,,,1744312.64
6589388,SNI20220125-883,25/1/2022,Print,SNI20220125-883,SNI-577,SNI-577,,,IDR,"Rp226.509,84",226509.84,,20594,,,226509.84
6557397,SNI20220125-884,25/1/2022,Print,SNI20220125-884,7172,SNI-226,,,IDR,"Rp701.794,70",701794.7,,63800,,,701794.7
6557398,SNI20220125-885,25/1/2022,Print,SNI20220125-885,131746,SNI-228,,,IDR,"Rp179.827,68",179827.68,,16348,,,179827.68
6557399,SNI20220125-886,25/1/2022,Print,SNI20220125-886,1108,SNI-229,,,IDR,"Rp674.349,88",674349.88,,61305,,,674349.88
6589345,SNI20220125-887,25/1/2022,Print,SNI20220125-887,8987,SNI-166,,,IDR,"Rp2.180.389,06",2180389.06,,198216,,,2180389.06
6557201,SNI20220125-888,25/1/2022,Print,SNI20220125-888,JBG-299,SNI-867,,,IDR,"Rp179.843,36",179843.36,,16347,,,179843.36
6557202,SNI20220125-889,25/1/2022,Print,SNI20220125-889,SNI-400,SNI-400,,,IDR,"Rp550.646,96",550646.96,,50055,,,550646.96
6557203,SNI20220125-890,25/1/2022,Print,SNI20220125-890,SNI-401,SNI-401,,,IDR,"Rp195.218,57",195218.57,,17745,,,195218.57
6557400,SNI20220125-891,25/1/2022,Print,SNI20220125-891,SNI-402,SNI-402,,,IDR,"Rp247.372,47",247372.47,,22491,,,247372.47
6557401,SNI20220125-892,25/1/2022,Print,SNI20220125-892,SNI-414,SNI-414,,,IDR,"Rp51.387,13",51387.13,,4672,,,51387.13
6589449,SNI20220125-893,25/1/2022,Print,SNI20220125-893,SNI-063,SNI-063,,,IDR,"Rp821.724,95",821724.95,,74702,,,821724.95
6557205,SNI20220125-894,25/1/2022,Print,SNI20220125-894,12700,SNI-405,,,IDR,"Rp76.309,46",76309.46,,6937,,,76309.46
